,Date String,Tournament,"Score(F,A)",Team Name,Opponent
4898,February 22,Monument Melee 2025,"('9', '7')",George Mason,Johns Hopkins
4899,February 23,Monument Melee 2025,"('10', '9')",George Mason,Villanova
4900,February 23,Monument Melee 2025,"('11', '10')",George Mason,American
4901,February 23,Monument Melee 2025,"('12', '10')",George Mason,East Carolina
4902,February 22,Monument Melee 2025,"('11', '6')",Johns Hopkins,Virginia Commonwealth
4903,February 22,Monument Melee 2025,"('9', '6')",Johns Hopkins,Maryland-Baltimore County
4904,February 22,Monument Melee 2025,"('7', '9')",Johns Hopkins,George Mason
4905,February 23,Monument Melee 2025,"('10', '7')",Johns Hopkins,George Washington
4906,February 23,Monument Melee 2025,"('9', '10')",Johns Hopkins,East Carolina
4907,February 23,Monument Melee 2025,"('5', '13')",Johns Hopkins,American
4908,February 22,Monument Melee 2025,"('7', '12')",Maryland-Baltimore County,George Mason
4909,February 22,Monument Melee 2025,"('6', '9')",Maryland-Baltimore County,Johns Hopkins
4910,February 22,Monument Melee 2025,"('5', '4')",Maryland-Baltimore County,Virginia Commonwealth
4911,February 23,Monument Melee 2025,"('7', '10')",Maryland-Baltimore County,American
4912,February 23,Monument Melee 2025,"('12', '9')",Maryland-Baltimore County,Villanova
4913,February 23,Monument Melee 2025,"('3', '8')",Maryland-Baltimore County,George Washington
4914,February 22,Monument Melee 2025,"('6', '11')",Virginia Commonwealth,Johns Hopkins
4915,February 22,Monument Melee 2025,"('6', '9')",Virginia Commonwealth,George Mason
4916,February 22,Monument Melee 2025,"('4', '5')",Virginia Commonwealth,Maryland-Baltimore County
4917,February 23,Monument Melee 2025,"('8', '9')",Virginia Commonwealth,East Carolina
4918,February 23,Monument Melee 2025,"('8', '10')",Virginia Commonwealth,George Washington
4919,February 23,Monument Melee 2025,"('9', '8')",Virginia Commonwealth,Villanova
4920,February 22,Monument Melee 2025,"('12', '6')",East Carolina,American
4921,February 22,Monument Melee 2025,"('11', '4')",East Carolina,George Washington
4922,February 22,Monument Melee 2025,"('13', '2')",East Carolina,Villanova
4923,February 23,Monument Melee 2025,"('9', '8')",East Carolina,Virginia Commonwealth
4924,February 23,Monument Melee 2025,"('10', '9')",East Carolina,Johns Hopkins
4925,February 23,Monument Melee 2025,"('10', '12')",East Carolina,George Mason
4926,February 22,Monument Melee 2025,"('6', '12')",American,East Carolina
4927,February 22,Monument Melee 2025,"('12', '6')",American,Villanova
4928,February 22,Monument Melee 2025,"('8', '7')",American,George Washington
4929,February 23,Monument Melee 2025,"('10', '7')",American,Maryland-Baltimore County
4930,February 23,Monument Melee 2025,"('10', '11')",American,George Mason
4931,February 23,Monument Melee 2025,"('13', '5')",American,Johns Hopkins
4932,February 22,Monument Melee 2025,"('11', '9')",George Washington,Villanova
4933,February 22,Monument Melee 2025,"('4', '11')",George Washington,East Carolina
4934,February 22,Monument Melee 2025,"('7', '8')",George Washington,American
4935,February 23,Monument Melee 2025,"('7', '10')",George Washington,Johns Hopkins
4936,February 23,Monument Melee 2025,"('10', '8')",George Washington,Virginia Commonwealth
4937,February 23,Monument Melee 2025,"('8', '3')",George Washington,Maryland-Baltimore County
4938,February 22,Monument Melee 2025,"('9', '11')",Villanova,George Washington
4939,February 22,Monument Melee 2025,"('6', '12')",Villanova,American
4940,February 22,Monument Melee 2025,"('2', '13')",Villanova,East Carolina
4941,February 23,Monument Melee 2025,"('9', '10')",Villanova,George Mason
4942,February 23,Monument Melee 2025,"('9', '12')",Villanova,Maryland-Baltimore County
4943,February 23,Monument Melee 2025,"('8', '9')",Villanova,Virginia Commonwealth
4944,February 22,Monument Melee 2025,"('8', '5')",Georgetown [B],George Washington [B]
4945,February 22,Monument Melee 2025,"('12', '3')",Georgetown [B],American [B]
4946,February 22,Monument Melee 2025,"('11', '8')",Georgetown [B],Richmond [B]
4947,February 23,Monument Melee 2025,"('9', '4')",Georgetown [B],American [B]
4948,February 23,Monument Melee 2025,"('7', '13')",Georgetown [B],George Washington [B]
4949,February 22,Monument Melee 2025,"('5', '8')",George Washington [B],Georgetown [B]
4950,February 22,Monument Melee 2025,"('11', '9')",George Washington [B],Richmond [B]
4951,February 22,Monument Melee 2025,"('9', '5')",George Washington [B],American [B]
4952,February 23,Monument Melee 2025,"('13', '7')",George Washington [B],Georgetown [B]
4953,February 23,Monument Melee 2025,"('11', '8')",George Washington [B],American [B]
4954,February 22,Monument Melee 2025,"('12', '1')",Richmond [B],American [B]
4955,February 22,Monument Melee 2025,"('9', '11')",Richmond [B],George Washington [B]
4956,February 22,Monument Melee 2025,"('8', '11')",Richmond [B],Georgetown [B]
4957,February 22,Monument Melee 2025,"('1', '12')",American [B],Richmond [B]
4958,February 22,Monument Melee 2025,"('3', '12')",American [B],Georgetown [B]
4959,February 22,Monument Melee 2025,"('5', '9')",American [B],George Washington [B]
4960,February 23,Monument Melee 2025,"('4', '9')",American [B],Georgetown [B]
4961,February 23,Monument Melee 2025,"('8', '11')",American [B],George Washington [B]
4962,February 15,Presidents' Day Invite 2025,"('11', '6')",Oregon,California-Santa Barbara
4963,February 15,Presidents' Day Invite 2025,"('10', '9')",Oregon,Northeastern
4964,February 16,Presidents' Day Invite 2025,"('13', '5')",Oregon,California-Davis
4965,February 16,Presidents' Day Invite 2025,"('13', '10')",Oregon,Northeastern
4966,February 16,Presidents' Day Invite 2025,"('13', '11')",Oregon,Utah
4967,February 16,Presidents' Day Invite 2025,"('13', '9')",Oregon,California-Santa Cruz
4968,February 17,Presidents' Day Invite 2025,"('13', '8')",Oregon,Colorado
4969,February 17,Presidents' Day Invite 2025,"('13', '11')",Oregon,Oregon State
4970,February 15,Presidents' Day Invite 2025,"('13', '11')",Northeastern,California-San Diego
4971,February 15,Presidents' Day Invite 2025,"('9', '10')",Northeastern,Oregon
4972,February 15,Presidents' Day Invite 2025,"('8', '9')",Northeastern,California
4973,February 16,Presidents' Day Invite 2025,"('12', '7')",Northeastern,Utah
4974,February 16,Presidents' Day Invite 2025,"('10', '13')",Northeastern,Oregon
4975,February 16,Presidents' Day Invite 2025,"('13', '0')",Northeastern,California-Davis
4976,February 16,Presidents' Day Invite 2025,"('12', '9')",Northeastern,Washington
4977,February 17,Presidents' Day Invite 2025,"('12', '13')",Northeastern,Oregon State
4978,February 17,Presidents' Day Invite 2025,"('13', '11')",Northeastern,Colorado
4979,February 15,Presidents' Day Invite 2025,"('6', '11')",California-Santa Barbara,Oregon
4980,February 15,Presidents' Day Invite 2025,"('7', '5')",California-Santa Barbara,California-San Diego
4981,February 15,Presidents' Day Invite 2025,"('6', '11')",California-Santa Barbara,Oregon State
4982,February 16,Presidents' Day Invite 2025,"('10', '13')",California-Santa Barbara,Washington
4983,February 16,Presidents' Day Invite 2025,"('9', '13')",California-Santa Barbara,California-Santa Cruz
4984,February 16,Presidents' Day Invite 2025,"('9', '10')",California-Santa Barbara,UCLA
4985,February 17,Presidents' Day Invite 2025,"('13', '7')",California-Santa Barbara,California-Davis
4986,February 17,Presidents' Day Invite 2025,"('8', '13')",California-Santa Barbara,Victoria
4987,February 15,Presidents' Day Invite 2025,"('11', '13')",California-San Diego,Northeastern
4988,February 15,Presidents' Day Invite 2025,"('5', '7')",California-San Diego,California-Santa Barbara
4989,February 16,Presidents' Day Invite 2025,"('10', '13')",California-San Diego,Cal Poly-SLO
4990,February 16,Presidents' Day Invite 2025,"('10', '11')",California-San Diego,Oregon State
4991,February 16,Presidents' Day Invite 2025,"('10', '11')",California-San Diego,Stanford
4992,February 17,Presidents' Day Invite 2025,"('10', '11')",California-San Diego,Victoria
4993,February 17,Presidents' Day Invite 2025,"('13', '3')",California-San Diego,California-Davis
4994,February 15,Presidents' Day Invite 2025,"('13', '6')",Colorado,Stanford
4995,February 15,Presidents' Day Invite 2025,"('13', '11')",Colorado,Victoria
4996,February 16,Presidents' Day Invite 2025,"('12', '9')",Colorado,Colorado State
4997,February 16,Presidents' Day Invite 2025,"('13', '5')",Colorado,Victoria
4998,February 16,Presidents' Day Invite 2025,"('10', '13')",Colorado,California
4999,February 16,Presidents' Day Invite 2025,"('13', '12')",Colorado,Cal Poly-SLO
5000,February 17,Presidents' Day Invite 2025,"('8', '13')",Colorado,Oregon
5001,February 17,Presidents' Day Invite 2025,"('11', '13')",Colorado,Northeastern
5002,February 15,Presidents' Day Invite 2025,"('9', '6')",Victoria,UCLA
5003,February 15,Presidents' Day Invite 2025,"('11', '13')",Victoria,Colorado
5004,February 15,Presidents' Day Invite 2025,"('7', '11')",Victoria,Utah
5005,February 16,Presidents' Day Invite 2025,"('11', '13')",Victoria,California
5006,February 16,Presidents' Day Invite 2025,"('5', '13')",Victoria,Colorado
5007,February 16,Presidents' Day Invite 2025,"('6', '12')",Victoria,Colorado State
5008,February 17,Presidents' Day Invite 2025,"('11', '10')",Victoria,California-San Diego
5009,February 17,Presidents' Day Invite 2025,"('13', '8')",Victoria,California-Santa Barbara
5010,February 15,Presidents' Day Invite 2025,"('6', '13')",Stanford,Colorado
5011,February 15,Presidents' Day Invite 2025,"('11', '7')",Stanford,UCLA
5012,February 15,Presidents' Day Invite 2025,"('8', '12')",Stanford,Washington
5013,February 16,Presidents' Day Invite 2025,"('7', '13')",Stanford,Oregon State
5014,February 16,Presidents' Day Invite 2025,"('7', '13')",Stanford,Cal Poly-SLO
5015,February 16,Presidents' Day Invite 2025,"('11', '10')",Stanford,California-San Diego
5016,February 17,Presidents' Day Invite 2025,"('13', '9')",Stanford,Colorado State
5017,February 17,Presidents' Day Invite 2025,"('8', '11')",Stanford,Utah
5018,February 15,Presidents' Day Invite 2025,"('6', '9')",UCLA,Victoria
5019,February 15,Presidents' Day Invite 2025,"('7', '11')",UCLA,Stanford
5020,February 16,Presidents' Day Invite 2025,"('7', '13')",UCLA,California-Santa Cruz
5021,February 16,Presidents' Day Invite 2025,"('5', '13')",UCLA,Washington
5022,February 16,Presidents' Day Invite 2025,"('10', '9')",UCLA,California-Santa Barbara
5023,February 17,Presidents' Day Invite 2025,"('8', '13')",UCLA,Utah
5024,February 17,Presidents' Day Invite 2025,"('9', '10')",UCLA,Colorado State
5025,February 15,Presidents' Day Invite 2025,"('13', '6')",Cal Poly-SLO,California-Davis
5026,February 15,Presidents' Day Invite 2025,"('12', '10')",Cal Poly-SLO,Washington
5027,February 16,Presidents' Day Invite 2025,"('13', '10')",Cal Poly-SLO,California-San Diego
5028,February 16,Presidents' Day Invite 2025,"('13', '7')",Cal Poly-SLO,Stanford
5029,February 16,Presidents' Day Invite 2025,"('13', '9')",Cal Poly-SLO,Oregon State
5030,February 16,Presidents' Day Invite 2025,"('12', '13')",Cal Poly-SLO,Colorado
5031,February 17,Presidents' Day Invite 2025,"('13', '11')",Cal Poly-SLO,California-Santa Cruz
5032,February 17,Presidents' Day Invite 2025,"('13', '11')",Cal Poly-SLO,Washington
5033,February 15,Presidents' Day Invite 2025,"('13', '5')",Washington,Utah
5034,February 15,Presidents' Day Invite 2025,"('10', '12')",Washington,Cal Poly-SLO
5035,February 15,Presidents' Day Invite 2025,"('12', '8')",Washington,Stanford
5036,February 16,Presidents' Day Invite 2025,"('13', '10')",Washington,California-Santa Barbara
5037,February 16,Presidents' Day Invite 2025,"('13', '5')",Washington,UCLA
5038,February 16,Presidents' Day Invite 2025,"('11', '7')",Washington,California-Santa Cruz
5039,February 16,Presidents' Day Invite 2025,"('9', '12')",Washington,Northeastern
5040,February 17,Presidents' Day Invite 2025,"('11', '9')",Washington,California
5041,February 17,Presidents' Day Invite 2025,"('11', '13')",Washington,Cal Poly-SLO
5042,February 15,Presidents' Day Invite 2025,"('5', '13')",Utah,Washington
5043,February 15,Presidents' Day Invite 2025,"('13', '0')",Utah,California-Davis
5044,February 15,Presidents' Day Invite 2025,"('11', '7')",Utah,Victoria
5045,February 16,Presidents' Day Invite 2025,"('7', '12')",Utah,Northeastern
5046,February 16,Presidents' Day Invite 2025,"('13', '1')",Utah,California-Davis
5047,February 16,Presidents' Day Invite 2025,"('11', '13')",Utah,Oregon
5048,February 17,Presidents' Day Invite 2025,"('13', '8')",Utah,UCLA
5049,February 17,Presidents' Day Invite 2025,"('11', '8')",Utah,Stanford
5050,February 15,Presidents' Day Invite 2025,"('6', '13')",California-Davis,Cal Poly-SLO
5051,February 15,Presidents' Day Invite 2025,"('0', '13')",California-Davis,Utah
5052,February 16,Presidents' Day Invite 2025,"('5', '13')",California-Davis,Oregon
5053,February 16,Presidents' Day Invite 2025,"('1', '13')",California-Davis,Utah
5054,February 16,Presidents' Day Invite 2025,"('0', '13')",California-Davis,Northeastern
5055,February 17,Presidents' Day Invite 2025,"('7', '13')",California-Davis,California-Santa Barbara
5056,February 17,Presidents' Day Invite 2025,"('3', '13')",California-Davis,California-San Diego
5057,February 15,Presidents' Day Invite 2025,"('11', '10')",California-Santa Cruz,California
5058,February 15,Presidents' Day Invite 2025,"('10', '9')",California-Santa Cruz,Oregon State
5059,February 16,Presidents' Day Invite 2025,"('13', '7')",California-Santa Cruz,UCLA
5060,February 16,Presidents' Day Invite 2025,"('13', '9')",California-Santa Cruz,California-Santa Barbara
5061,February 16,Presidents' Day Invite 2025,"('7', '11')",California-Santa Cruz,Washington
5062,February 16,Presidents' Day Invite 2025,"('9', '13')",California-Santa Cruz,Oregon
5063,February 17,Presidents' Day Invite 2025,"('11', '13')",California-Santa Cruz,Cal Poly-SLO
5064,February 17,Presidents' Day Invite 2025,"('11', '7')",California-Santa Cruz,California
5065,February 15,Presidents' Day Invite 2025,"('13', '9')",Oregon State,Colorado State
5066,February 15,Presidents' Day Invite 2025,"('9', '10')",Oregon State,California-Santa Cruz
5067,February 15,Presidents' Day Invite 2025,"('11', '6')",Oregon State,California-Santa Barbara
5068,February 16,Presidents' Day Invite 2025,"('13', '7')",Oregon State,Stanford
5069,February 16,Presidents' Day Invite 2025,"('11', '10')",Oregon State,California-San Diego
5070,February 16,Presidents' Day Invite 2025,"('9', '13')",Oregon State,Cal Poly-SLO
5071,February 16,Presidents' Day Invite 2025,"('12', '10')",Oregon State,California
5072,February 17,Presidents' Day Invite 2025,"('13', '12')",Oregon State,Northeastern
5073,February 17,Presidents' Day Invite 2025,"('11', '13')",Oregon State,Oregon
5074,February 15,Presidents' Day Invite 2025,"('10', '11')",California,California-Santa Cruz
5075,February 15,Presidents' Day Invite 2025,"('12', '8')",California,Colorado State
5076,February 15,Presidents' Day Invite 2025,"('9', '8')",California,Northeastern
5077,February 16,Presidents' Day Invite 2025,"('13', '11')",California,Victoria
5078,February 16,Presidents' Day Invite 2025,"('13', '6')",California,Colorado State
5079,February 16,Presidents' Day Invite 2025,"('13', '10')",California,Colorado
5080,February 16,Presidents' Day Invite 2025,"('10', '12')",California,Oregon State
5081,February 17,Presidents' Day Invite 2025,"('9', '11')",California,Washington
5082,February 17,Presidents' Day Invite 2025,"('7', '11')",California,California-Santa Cruz
5083,February 15,Presidents' Day Invite 2025,"('9', '13')",Colorado State,Oregon State
5084,February 15,Presidents' Day Invite 2025,"('8', '12')",Colorado State,California
5085,February 16,Presidents' Day Invite 2025,"('9', '12')",Colorado State,Colorado
5086,February 16,Presidents' Day Invite 2025,"('6', '13')",Colorado State,California
5087,February 16,Presidents' Day Invite 2025,"('12', '6')",Colorado State,Victoria
5088,February 17,Presidents' Day Invite 2025,"('9', '13')",Colorado State,Stanford
5089,February 17,Presidents' Day Invite 2025,"('10', '9')",Colorado State,UCLA
5090,February 15,Vice Presidents' Day Invite 2025,"('10', '9')",San Diego State,Arizona
5091,February 15,Vice Presidents' Day Invite 2025,"('12', '9')",San Diego State,Loyola Marymount
5092,February 15,Vice Presidents' Day Invite 2025,"('10', '8')",San Diego State,California-Irvine
5093,February 15,Vice Presidents' Day Invite 2025,"('12', '11')",San Diego State,Cal Poly-Pomona
5094,February 16,Vice Presidents' Day Invite 2025,"('9', '7')",San Diego State,California-Irvine
5095,February 16,Vice Presidents' Day Invite 2025,"('7', '8')",San Diego State,Grand Canyon
5096,February 15,Vice Presidents' Day Invite 2025,"('9', '10')",Arizona,San Diego State
5097,February 15,Vice Presidents' Day Invite 2025,"('10', '5')",Arizona,Loyola Marymount
5098,February 15,Vice Presidents' Day Invite 2025,"('5', '11')",Arizona,Southern California
5099,February 16,Vice Presidents' Day Invite 2025,"('7', '11')",Arizona,San Jose State
5100,February 16,Vice Presidents' Day Invite 2025,"('9', '7')",Arizona,Loyola Marymount
5101,February 16,Vice Presidents' Day Invite 2025,"('0', '0')",Arizona,Cal Poly-Pomona
5102,February 15,Vice Presidents' Day Invite 2025,"('9', '12')",Loyola Marymount,San Diego State
5103,February 15,Vice Presidents' Day Invite 2025,"('5', '10')",Loyola Marymount,Arizona
5104,February 15,Vice Presidents' Day Invite 2025,"('4', '13')",Loyola Marymount,Grand Canyon
5105,February 16,Vice Presidents' Day Invite 2025,"('6', '11')",Loyola Marymount,Arizona State
5106,February 16,Vice Presidents' Day Invite 2025,"('7', '9')",Loyola Marymount,Arizona
5107,February 16,Vice Presidents' Day Invite 2025,"('6', '11')",Loyola Marymount,Cal Poly-Pomona
5108,February 15,Vice Presidents' Day Invite 2025,"('12', '7')",Grand Canyon,San Jose State
5109,February 15,Vice Presidents' Day Invite 2025,"('9', '7')",Grand Canyon,California-Irvine
5110,February 15,Vice Presidents' Day Invite 2025,"('11', '6')",Grand Canyon,Arizona State
5111,February 15,Vice Presidents' Day Invite 2025,"('13', '4')",Grand Canyon,Loyola Marymount
5112,February 16,Vice Presidents' Day Invite 2025,"('12', '11')",Grand Canyon,Southern California
5113,February 16,Vice Presidents' Day Invite 2025,"('8', '7')",Grand Canyon,San Diego State
5114,February 15,Vice Presidents' Day Invite 2025,"('10', '7')",California-Irvine,San Jose State
5115,February 15,Vice Presidents' Day Invite 2025,"('7', '9')",California-Irvine,Grand Canyon
5116,February 15,Vice Presidents' Day Invite 2025,"('8', '10')",California-Irvine,San Diego State
5117,February 16,Vice Presidents' Day Invite 2025,"('13', '2')",California-Irvine,Cal Poly-Pomona
5118,February 16,Vice Presidents' Day Invite 2025,"('7', '9')",California-Irvine,San Diego State
5119,February 16,Vice Presidents' Day Invite 2025,"('4', '12')",California-Irvine,Southern California
